"Name","Code","Beschreibung"
"f3e",71,"AusländerInnen"
"f3e","71a","Zuwachs an AusländerInnen"
"f3e",72,"Jugendliche"
"f3e",73,"Überalterung"
"f3e",74,"Chaoten / Vandalen"
"f3e",75,"Demonstrationen"
"f3e",76,"Asylsuchende / Sozialfälle (zu viele)"
"f3e",8,"Kulturelle Fragen"
"f3e",80,"Überbevölkerung"
"f3e",81,"Ladenöffnungszeiten"
"f3e",82,"Imageverluste"
"f3e",83,"Prostitution / Sexgewerbe"
"f3e",84,"zu viele Hunde/Verunreinigung durch Hundekot"
"f3e",85,"Polizei negativ"
"f3e",86,"Poststellenschliessungen"
"f3e",87,"Lärm"
"f3e",88,"Rauchverbot, Raucher"
"f3e",89,"Fehlende Ausgangsmöglichkeiten"
"f3e",9,"Umweltbelastung (Wasser, Luft, Lärm)"
"f3e",90,"Anderes"
"f3e",91,"Keine Probleme"
"f3e",92,"zu viele Veranstaltungen/Party/Anlässe"
"f3e",93,"Zuviele Regeln"
"f3e",95,"anderes (zu sauber, Expansion, Strukturwandel, zu velofreundlich)"
"f3e",99,"Weiss nicht / keine Angabe"
"f3e","9a","Klimaerwärmung"
"f3f",1,"Arbeitslosigkeit"
"f3f",10,"Ausländerfragen"
"f3f",11,"Finanzen der Stadt"
"f3f",12,"Soziale Sicherheit"
"f3f",13,"Verkehr"
"f3f","13a","Zu viel Verkehr"
"f3f","13b","Zu viele Autos"
"f3f","13c","Zu viele 30er-Zonen"
"f3f","13d","(Zu viele) Pendler"
"f3f",2,"Abfall/Dreck/Schmierereien"
"f3f",20,"SVP"
"f3f",21,"Blocher"
"f3f",22,"Regierung zu links"
"f3f","22a","(Zu) Rotgrüne Regierung"
"f3f",23,"Stadtrat"
"f3f",24,"Politik"
"f3f",25,"Politische Auseinandersetzung bzgl. Flughafenprojekt"
"f3f","25a","Fehlendes Fussballstadion"
"f3f",3,"Kriminalität"
"f3f",30,"Parkplatzproblem"
"f3f",31,"Lärm"
"f3f",32,"Öffentlicher Verkehr"
"f3f","32a","ÖV ist überlastet"
"f3f","32b","Schlechte ÖV-Anbindung Aussenquartiere"
"f3f",33,"Velofeindlich"
"f3f","33a","Mehr / bessere Radwege"
"f3f",34,"Autofeindlich"
"f3f",35,"Verkehr (allgemein)"
"f3f",36,"Fussgängerfeindlich"
"f3f",37,"Raser, Raser Unfälle"
"f3f",38,"Velofahrer"
"f3f","38a","Velos auf Trottoir (als Gefahr)"
"f3f",4,"Steuern zu hoch"
"f3f",40,"Bildungsangebot"
"f3f",41,"Wirtschaftsfeindlich"
"f3f","41a","Wegzug von Firmen"
"f3f","41b","Verlust von Arbeitsplätzen"
"f3f",42,"Sozialwesen"
"f3f",43,"Infrastrukturen"
"f3f",44,"Banken/-Krise"
"f3f",45,"Wetter"
"f3f",46,"Ladenmix / Ladensterben (bis 2013: Code 41-Wirtschaftsfeindlich)"
"f3f",49,"Ungerechte Lohn-Verteilung"
"f3f",5,"Wohnungsprobleme"
"f3f",50,"Baustellen"
"f3f","50a","Bauliche Gestaltung"
"f3f","50b","Baupolitik / Raumplanung / Wohnpolitik"
"f3f",51,"Sicherheit im Quartier"
"f3f",52,"Unfreundlichkeit der Leute"
"f3f",53,"Zu wenig Grünflächen"
"f3f",54,"Kreis 4-5"
"f3f",55,"Abfallentsorgung"
"f3f",56,"Wohnungsangebot"
"f3f",57,"Lebenskosten zu hoch"
"f3f",58,"Hektik"
"f3f",59,"Verdichtung, dichtes Bauen (bis 2013 Code 50-Baustellen)"
"f3f",6,"Armut/Obdachlosigkeit"
"f3f",60,"Altersfeindlich"
"f3f",61,"Jugendfeindlich"
"f3f",62,"Kinderfeindlich"
"f3f",63,"Frauenfeindlich"
"f3f",64,"AusländerInnenfeindlich / Rassismus"
"f3f",65,"Familien feindlich"
"f3f",66,"Gentrifizierung / Verdrängung (bis 2013: Code 49-Ungerechte Lohnverteilung)"
"f3f",67,"Behinderte (zu wenig behindertengerechte Wohnungen)"
"f3f",69,"Zu wenig freie Plätze / Räume (bis 2013: Code 89-Fehlende Ausgangsmöglichkeiten)"
"f3f",7,"Drogen"
"f3f",70,"Randgruppen"
"f3f",71,"AusländerInnen"
"f3f","71a","Zuwachs an AusländerInnen"
"f3f",72,"Jugendliche"
"f3f",73,"Überalterung"
"f3f",74,"Chaoten / Vandalen"
"f3f",75,"Demonstrationen"
"f3f",76,"Asylsuchende / Sozialfälle (zu viele)"
"f3f",8,"Kulturelle Fragen"
"f3f",80,"Überbevölkerung"
"f3f",81,"Ladenöffnungszeiten"
"f3f",82,"Imageverluste"
"f3f",83,"Prostitution / Sexgewerbe"
"f3f",84,"zu viele Hunde/Verunreinigung durch Hundekot"
"f3f",85,"Polizei negativ"
"f3f",86,"Poststellenschliessungen"
"f3f",87,"Lärm"
"f3f",88,"Rauchverbot, Raucher"
"f3f",89,"Fehlende Ausgangsmöglichkeiten"
"f3f",9,"Umweltbelastung (Wasser, Luft, Lärm)"
"f3f",90,"Anderes"
"f3f",91,"Keine Probleme"
"f3f",92,"zu viele Veranstaltungen/Party/Anlässe"
"f3f",93,"Zuviele Regeln"
"f3f",95,"anderes (zu sauber, Expansion, Strukturwandel, zu velofreundlich)"
"f3f",99,"Weiss nicht / keine Angabe"
"f3f","9a","Klimaerwärmung"
"f3g",1,"Arbeitslosigkeit"
"f3g",10,"Ausländerfragen"
"f3g",11,"Finanzen der Stadt"
"f3g",12,"Soziale Sicherheit"
"f3g",13,"Verkehr"
"f3g","13a","Zu viel Verkehr"
"f3g","13b","Zu viele Autos"
"f3g","13c","Zu viele 30er-Zonen"
"f3g","13d","(Zu viele) Pendler"
"f3g",2,"Abfall/Dreck/Schmierereien"
"f3g",20,"SVP"
"f3g",21,"Blocher"
"f3g",22,"Regierung zu links"
"f3g","22a","(Zu) Rotgrüne Regierung"
"f3g",23,"Stadtrat"
"f3g",24,"Politik"
"f3g",25,"Politische Auseinandersetzung bzgl. Flughafenprojekt"
"f3g","25a","Fehlendes Fussballstadion"
"f3g",3,"Kriminalität"
"f3g",30,"Parkplatzproblem"
"f3g",31,"Lärm"
"f3g",32,"Öffentlicher Verkehr"
"f3g","32a","ÖV ist überlastet"
"f3g","32b","Schlechte ÖV-Anbindung Aussenquartiere"
"f3g",33,"Velofeindlich"
"f3g","33a","Mehr / bessere Radwege"
"f3g",34,"Autofeindlich"
"f3g",35,"Verkehr (allgemein)"
"f3g",36,"Fussgängerfeindlich"
"f3g",37,"Raser, Raser Unfälle"
"f3g",38,"Velofahrer"
"f3g","38a","Velos auf Trottoir (als Gefahr)"
"f3g",4,"Steuern zu hoch"
"f3g",40,"Bildungsangebot"
"f3g",41,"Wirtschaftsfeindlich"
"f3g","41a","Wegzug von Firmen"
"f3g","41b","Verlust von Arbeitsplätzen"
"f3g",42,"Sozialwesen"
"f3g",43,"Infrastrukturen"
"f3g",44,"Banken/-Krise"
"f3g",45,"Wetter"
"f3g",46,"Ladenmix / Ladensterben (bis 2013: Code 41-Wirtschaftsfeindlich)"
"f3g",49,"Ungerechte Lohn-Verteilung"
"f3g",5,"Wohnungsprobleme"
"f3g",50,"Baustellen"
"f3g","50a","Bauliche Gestaltung"
"f3g","50b","Baupolitik / Raumplanung / Wohnpolitik"
"f3g",51,"Sicherheit im Quartier"
"f3g",52,"Unfreundlichkeit der Leute"
"f3g",53,"Zu wenig Grünflächen"
"f3g",54,"Kreis 4-5"
"f3g",55,"Abfallentsorgung"
"f3g",56,"Wohnungsangebot"
"f3g",57,"Lebenskosten zu hoch"
"f3g",58,"Hektik"
"f3g",59,"Verdichtung, dichtes Bauen (bis 2013 Code 50-Baustellen)"
"f3g",6,"Armut/Obdachlosigkeit"
"f3g",60,"Altersfeindlich"
"f3g",61,"Jugendfeindlich"
"f3g",62,"Kinderfeindlich"
"f3g",63,"Frauenfeindlich"
"f3g",64,"AusländerInnenfeindlich / Rassismus"
"f3g",65,"Familien feindlich"
"f3g",66,"Gentrifizierung / Verdrängung (bis 2013: Code 49-Ungerechte Lohnverteilung)"
"f3g",67,"Behinderte (zu wenig behindertengerechte Wohnungen)"
"f3g",69,"Zu wenig freie Plätze / Räume (bis 2013: Code 89-Fehlende Ausgangsmöglichkeiten)"
"f3g",7,"Drogen"
"f3g",70,"Randgruppen"
"f3g",71,"AusländerInnen"
"f3g","71a","Zuwachs an AusländerInnen"
"f3g",72,"Jugendliche"
"f3g",73,"Überalterung"
"f3g",74,"Chaoten / Vandalen"
"f3g",75,"Demonstrationen"
"f3g",76,"Asylsuchende / Sozialfälle (zu viele)"
"f3g",8,"Kulturelle Fragen"
"f3g",80,"Überbevölkerung"
"f3g",81,"Ladenöffnungszeiten"
"f3g",82,"Imageverluste"
"f3g",83,"Prostitution / Sexgewerbe"
"f3g",84,"zu viele Hunde/Verunreinigung durch Hundekot"
"f3g",85,"Polizei negativ"
"f3g",86,"Poststellenschliessungen"
"f3g",87,"Lärm"
"f3g",88,"Rauchverbot, Raucher"
"f3g",89,"Fehlende Ausgangsmöglichkeiten"
"f3g",9,"Umweltbelastung (Wasser, Luft, Lärm)"
"f3g",90,"Anderes"
"f3g",91,"Keine Probleme"
"f3g",92,"zu viele Veranstaltungen/Party/Anlässe"
"f3g",93,"Zuviele Regeln"
"f3g",95,"anderes (zu sauber, Expansion, Strukturwandel, zu velofreundlich)"
"f3g",99,"Weiss nicht / keine Angabe"
"f3g","9a","Klimaerwärmung"
"f40",1,"Täglich"
"f40",2,"2-5 Mal pro Woche"
"f40",3,"Einmal pro Woche"
"f40",4,"Monatlich"
"f40",5,"Seltener"
"f40",6,"Nie"
"f40",98,"Weiss nicht"
"f40",99,"Keine Angabe"
"f41",1,"Note 1 (überhaupt nicht zufrieden)"
"f41",2,"Note 2"
"f41",3,"Note 3"
"f41",4,"Note 4"
"f41",5,"Note 5"
"f41",6,"Note 6 (sehr zufrieden)"
"f41",98,"Weiss nicht"
"f41",99,"Keine Angabe"
"f42",1,"Täglich"
"f42",2,"2-5 Mal pro Woche"
"f42",3,"Einmal pro Woche"
"f42",4,"Monatlich"
"f42",5,"Seltener"
"f42",6,"Nie"
"f42",88,"Doppelnennungen"
"f42",98,"Weiss nicht"
"f42",99,"Keine Angabe"
"f43",1,"Note 1 (überhaupt nicht zufrieden)"
"f43",2,"Note 2"
"f43",3,"Note 3"
"f43",4,"Note 4"
"f43",5,"Note 5"
"f43",6,"Note 6 (sehr zufrieden)"
"f43",98,"Weiss nicht"
"f43",99,"Keine Angabe"
"f44",1,"Täglich"
"f44",2,"2-5 Mal pro Woche"
"f44",3,"Einmal pro Woche"
"f44",4,"Monatlich"
"f44",5,"Seltener"
"f44",6,"Nie"
"f44",98,"Weiss nicht"
"f44",99,"Keine Angabe"
"f45",1,"Note 1 (überhaupt nicht zufrieden)"
"f45",2,"Note 2"
"f45",3,"Note 3"
"f45",4,"Note 4"
"f45",5,"Note 5"
"f45",6,"Note 6 (sehr zufrieden)"
"f45",98,"Weiss nicht"
"f45",99,"Keine Angabe"
"f46a",1,"Vor allem negativ"
"f46a",2,"Eher negativ"
"f46a",3,"Weder positiv noch negativ"
"f46a",4,"Eher positiv"
"f46a",5,"Vor allem positiv"
"f46a",99,"Keine Angabe"
"f46b",1,"Vor allem negativ"
"f46b",2,"Eher negativ"
"f46b",3,"Weder positiv noch negativ"
"f46b",4,"Eher positiv"
"f46b",5,"Vor allem positiv"
"f46b",99,"Keine Angabe"
"f47",1,"Interessiere mich überhaupt nicht"
"f47",2,2
"f47",3,3
"f47",4,4
"f47",5,5
"f47",6,"Interessiere mich sehr"
"f47",99,"Keine Angabe"
"f48a",1,"Überhaupt nicht wichtig"
"f48a",2,2
"f48a",3,3
"f48a",4,4
"f48a",5,5
"f48a",6,"Sehr wichtig"
"f48a",88,"Doppelnennungen"
"f48a",98,"Weiss nicht"
"f48a",99,"Keine Angabe"
"f48b",1,"Überhaupt nicht wichtig"
"f48b",2,2
"f48b",3,3
"f48b",4,4
"f48b",5,5
"f48b",6,"Sehr wichtig"
"f48b",88,"Doppelnennungen"
"f48b",98,"Weiss nicht"
"f48b",99,"Keine Angabe"
"f48c",1,"Überhaupt nicht wichtig"
"f48c",2,2
"f48c",3,3
"f48c",4,4
"f48c",5,5
"f48c",6,"Sehr wichtig"
"f48c",88,"Doppelnennungen"
"f48c",98,"Weiss nicht"
"f48c",99,"Keine Angabe"
"f48d",1,"Überhaupt nicht wichtig"
"f48d",2,2
"f48d",3,3
"f48d",4,4
"f48d",5,5
"f48d",6,"Sehr wichtig"
"f48d",88,"Doppelnennungen"
"f48d",98,"Weiss nicht"
"f48d",99,"Keine Angabe"
"f48e",1,"Überhaupt nicht wichtig"
"f48e",2,2
"f48e",3,3
"f48e",4,4
"f48e",5,5
"f48e",6,"Sehr wichtig"
"f48e",88,"Doppelnennungen"
"f48e",98,"Weiss nicht"
"f48e",99,"Keine Angabe"
"f49a",1,"1 Mal pro Woche oder öfter"
"f49a",2,"1-3 Mal pro Monat"
"f49a",3,"1-2 Mal pro Quartal"
"f49a",4,"1-2 Mal"
"f49a",5,"Nie"
"f49a",88,"Doppelnennungen"
"f49a",98,"Weiss nicht"
"f49a",99,"Keine Angabe"
"f49b",1,"1 Mal pro Woche oder öfter"
"f49b",2,"1-3 Mal pro Monat"
"f49b",3,"1-2 Mal pro Quartal"
"f49b",4,"1-2 Mal"
"f49b",5,"Nie"
"f49b",88,"Doppelnennungen"
"f49b",98,"Weiss nicht"
"f49b",99,"Keine Angabe"
"f49c",1,"1 Mal pro Woche oder öfter"
"f49c",2,"1-3 Mal pro Monat"
"f49c",3,"1-2 Mal pro Quartal"
"f49c",4,"1-2 Mal"
"f49c",5,"Nie"
"f49c",88,"Doppelnennungen"
"f49c",98,"Weiss nicht"
"f49c",99,"Keine Angabe"
"f49d",1,"1 Mal pro Woche oder öfter"
"f49d",2,"1-3 Mal pro Monat"
"f49d",3,"1-2 Mal pro Quartal"
"f49d",4,"1-2 Mal"
"f49d",5,"Nie"
"f49d",88,"Doppelnennungen"
"f49d",98,"Weiss nicht"
"f49d",99,"Keine Angabe"
"f49e",1,"1 Mal pro Woche oder öfter"
"f49e",2,"1-3 Mal pro Monat"
"f49e",3,"1-2 Mal pro Quartal"
"f49e",4,"1-2 Mal"
"f49e",5,"Nie"
"f49e",88,"Doppelnennungen"
"f49e",98,"Weiss nicht"
"f49e",99,"Keine Angabe"
"f49f",1,"1 Mal pro Woche oder öfter"
"f49f",2,"1-3 Mal pro Monat"
"f49f",3,"1-2 Mal pro Quartal"
"f49f",4,"1-2 Mal"
"f49f",5,"Nie"
"f49f",88,"Doppelnennungen"
"f49f",98,"Weiss nicht"
"f49f",99,"Keine Angabe"
"f49g",1,"1 Mal pro Woche oder öfter"
"f49g",2,"1-3 Mal pro Monat"
"f49g",3,"1-2 Mal pro Quartal"
"f49g",4,"1-2 Mal"
"f49g",5,"Nie"
"f49g",88,"Doppelnennungen"
"f49g",98,"Weiss nicht"
"f49g",99,"Keine Angabe"
"f49h",1,"1 Mal pro Woche oder öfter"
"f49h",2,"1-3 Mal pro Monat"
"f49h",3,"1-2 Mal pro Quartal"
"f49h",4,"1-2 Mal"
"f49h",5,"Nie"
"f49h",88,"Doppelnennungen"
"f49h",98,"Weiss nicht"
"f49h",99,"Keine Angabe"
"f49i",1,"1 Mal pro Woche oder öfter"
"f49i",2,"1-3 Mal pro Monat"
"f49i",3,"1-2 Mal pro Quartal"
"f49i",4,"1-2 Mal"
"f49i",5,"Nie"
"f49i",88,"Doppelnennungen"
"f49i",98,"Weiss nicht"
"f49i",99,"Keine Angabe"
"f49j",1,"1 Mal pro Woche oder öfter"
"f49j",2,"1-3 Mal pro Monat"
"f49j",3,"1-2 Mal pro Quartal"
"f49j",4,"1-2 Mal"
"f49j",5,"Nie"
"f49j",88,"Doppelnennungen"
"f49j",98,"Weiss nicht"
"f49j",99,"Keine Angabe"
"f49k",1,"1 Mal pro Woche oder öfter"
"f49k",2,"1-3 Mal pro Monat"
"f49k",3,"1-2 Mal pro Quartal"
"f49k",4,"1-2 Mal"
"f49k",5,"Nie"
"f49k",88,"Doppelnennungen"
"f49k",98,"Weiss nicht"
"f49k",99,"Keine Angabe"
"f4a",1,"Note 1 (sehr unzufrieden)"
"f4a",2,"Note 2"
"f4a",3,"Note 3"
"f4a",4,"Note 4"
"f4a",5,"Note 5"
"f4a",6,"Note 6 (sehr zufrieden)"
"f4a",88,"Doppelnennungen"
"f4a",98,"Weiss nicht"
"f4a",99,"Keine Angabe"
"f4b",1,"Note 1 (sehr unzufrieden)"
"f4b",2,"Note 2"
"f4b",3,"Note 3"
"f4b",4,"Note 4"
"f4b",5,"Note 5"
"f4b",6,"Note 6 (sehr zufrieden)"
"f4b",88,"Doppelnennungen"
"f4b",98,"Weiss nicht"
"f4b",99,"Keine Angabe"
"f4c",1,"Note 1 (sehr unzufrieden)"
"f4c",2,"Note 2"
"f4c",3,"Note 3"
"f4c",4,"Note 4"
"f4c",5,"Note 5"
"f4c",6,"Note 6 (sehr zufrieden)"
"f4c",88,"Doppelnennungen"
"f4c",98,"Weiss nicht"
"f4c",99,"Keine Angabe"
"f4d",1,"Note 1 (sehr unzufrieden)"
"f4d",2,"Note 2"
"f4d",3,"Note 3"
"f4d",4,"Note 4"
"f4d",5,"Note 5"
"f4d",6,"Note 6 (sehr zufrieden)"
"f4d",88,"Doppelnennungen"
"f4d",98,"Weiss nicht"
"f4d",99,"Keine Angabe"
"f4e",1,"Note 1 (sehr unzufrieden)"
"f4e",2,"Note 2"
"f4e",3,"Note 3"
"f4e",4,"Note 4"
"f4e",5,"Note 5"
"f4e",6,"Note 6 (sehr zufrieden)"
"f4e",88,"Doppelnennungen"
"f4e",98,"Weiss nicht"
"f4e",99,"Keine Angabe"
"f4f",1,"Note 1 (sehr unzufrieden)"
"f4f",2,"Note 2"
"f4f",3,"Note 3"
"f4f",4,"Note 4"
"f4f",5,"Note 5"
"f4f",6,"Note 6 (sehr zufrieden)"
"f4f",88,"Doppelnennungen"
"f4f",98,"Weiss nicht"
"f4f",99,"Keine Angabe"
"f4g",1,"Note 1 (sehr unzufrieden)"
"f4g",2,"Note 2"
"f4g",3,"Note 3"
"f4g",4,"Note 4"
"f4g",5,"Note 5"
"f4g",6,"Note 6 (sehr zufrieden)"
"f4g",88,"Doppelnennungen"
"f4g",98,"Weiss nicht"
"f4g",99,"Keine Angabe"
"f4h",1,"Note 1 (sehr unzufrieden)"
"f4h",2,"Note 2"
"f4h",3,"Note 3"
"f4h",4,"Note 4"
"f4h",5,"Note 5"
"f4h",6,"Note 6 (sehr zufrieden)"
"f4h",88,"Doppelnennungen"
"f4h",98,"Weiss nicht"
"f4h",99,"Keine Angabe"
"f4i",1,"Note 1 (sehr unzufrieden)"
"f4i",2,"Note 2"
"f4i",3,"Note 3"
"f4i",4,"Note 4"
"f4i",5,"Note 5"
"f4i",6,"Note 6 (sehr zufrieden)"
"f4i",88,"Doppelnennungen"
"f4i",98,"Weiss nicht"
"f4i",99,"Keine Angabe"
"f4j",1,"Note 1 (sehr unzufrieden)"
"f4j",2,"Note 2"
"f4j",3,"Note 3"
"f4j",4,"Note 4"
"f4j",5,"Note 5"
"f4j",6,"Note 6 (sehr zufrieden)"
"f4j",98,"Weiss nicht"
"f4j",99,"Keine Angabe"
"f4k",1,"Note 1 (sehr unzufrieden)"
"f4k",2,"Note 2"
"f4k",3,"Note 3"
"f4k",4,"Note 4"
"f4k",5,"Note 5"
"f4k",6,"Note 6 (sehr zufrieden)"
"f4k",98,"Weiss nicht"
"f4k",99,"Keine Angabe"
"f4l",1,"Note 1 (sehr unzufrieden)"
"f4l",2,"Note 2"
"f4l",3,"Note 3"
"f4l",4,"Note 4"
"f4l",5,"Note 5"
"f4l",6,"Note 6 (sehr zufrieden)"
"f4l",98,"Weiss nicht"
"f4l",99,"Keine Angabe"
"f4m",1,"Note 1 (sehr unzufrieden)"
"f4m",2,"Note 2"
"f4m",3,"Note 3"
"f4m",4,"Note 4"
"f4m",5,"Note 5"
"f4m",6,"Note 6 (sehr zufrieden)"
"f4m",88,"Doppelnennungen"
"f4m",98,"Weiss nicht"
"f4m",99,"Keine Angabe"
"f50a_A1",0,"Nein"
"f50a_A1",1,"Ja"
"f50a_A1",88,"Doppelnennungen"
"f50a_A1",99,"Keine Angabe"
"f50a_A2",0,"Nein"
"f50a_A2",1,"Ja"
"f50a_A2",88,"Doppelnennungen"
"f50a_A2",99,"Keine Angabe"
"f50a_A3",0,"Nein"
"f50a_A3",1,"Ja"
"f50a_A3",88,"Doppelnennungen"
"f50a_A3",99,"Keine Angabe"
"f50a_A4",0,"Nein"
"f50a_A4",1,"Ja"
"f50a_A4",88,"Doppelnennungen"
"f50a_A4",99,"Keine Angabe"
"f50a_A5",0,"Nein"
"f50a_A5",1,"Ja"
"f50a_A5",88,"Doppelnennungen"
"f50a_A5",99,"Keine Angabe"
"f50a_A6",0,"Nein"
"f50a_A6",1,"Ja"
"f50a_A6",88,"Doppelnennungen"
"f50a_A6",99,"Keine Angabe"
"f50a_A7",0,"Nein"
"f50a_A7",1,"Ja"
"f50a_A7",88,"Doppelnennungen"
"f50a_A7",99,"Keine Angabe"
"f50b_A1",0,"Nein"
"f50b_A1",1,"Ja"
"f50b_A1",99,"Keine Angabe"
"f50b_A2",0,"Nein"
"f50b_A2",1,"Ja"
"f50b_A2",99,"Keine Angabe"
"f50b_A3",0,"Nein"
"f50b_A3",1,"Ja"
"f50b_A3",99,"Keine Angabe"
"f50b_A4",0,"Nein"
"f50b_A4",1,"Ja"
"f50b_A4",99,"Keine Angabe"
"f50b_A5",0,"Nein"
"f50b_A5",1,"Ja"
"f50b_A5",99,"Keine Angabe"
"f50b_A6",0,"Nein"
"f50b_A6",1,"Ja"
"f50b_A6",99,"Keine Angabe"
"f50b_A7",0,"Nein"
"f50b_A7",1,"Ja"
"f50b_A7",99,"Keine Angabe"
"f50c_A1",0,"Nein"
"f50c_A1",1,"Ja"
"f50c_A1",99,"Keine Angabe"
"f50c_A2",0,"Nein"
"f50c_A2",1,"Ja"
"f50c_A2",99,"Keine Angabe"
"f50c_A3",0,"Nein"
"f50c_A3",1,"Ja"
"f50c_A3",99,"Keine Angabe"
"f50c_A4",0,"Nein"
"f50c_A4",1,"Ja"
"f50c_A4",99,"Keine Angabe"
"f50c_A5",0,"Nein"
"f50c_A5",1,"Ja"
"f50c_A5",99,"Keine Angabe"
"f50c_A6",0,"Nein"
"f50c_A6",1,"Ja"
"f50c_A6",99,"Keine Angabe"
"f50c_A7",0,"Nein"
"f50c_A7",1,"Ja"
"f50c_A7",99,"Keine Angabe"
"f50d_A1",0,"Nein"
"f50d_A1",1,"Ja"
"f50d_A1",99,"Keine Angabe"
"f50d_A2",0,"Nein"
"f50d_A2",1,"Ja"
"f50d_A2",99,"Keine Angabe"
"f50d_A3",0,"Nein"
"f50d_A3",1,"Ja"
"f50d_A3",99,"Keine Angabe"
"f50d_A4",0,"Nein"
"f50d_A4",1,"Ja"
"f50d_A4",99,"Keine Angabe"
"f50d_A5",0,"Nein"
"f50d_A5",1,"Ja"
"f50d_A5",99,"Keine Angabe"
"f50d_A6",0,"Nein"
"f50d_A6",1,"Ja"
"f50d_A6",99,"Keine Angabe"
"f50d_A7",0,"Nein"
"f50d_A7",1,"Ja"
"f50d_A7",99,"Keine Angabe"
"f50e_A1",0,"Nein"
"f50e_A1",1,"Ja"
"f50e_A1",99,"Keine Angabe"
"f50e_A2",0,"Nein"
"f50e_A2",1,"Ja"
"f50e_A2",99,"Keine Angabe"
"f50e_A3",0,"Nein"
"f50e_A3",1,"Ja"
"f50e_A3",99,"Keine Angabe"
"f50e_A4",0,"Nein"
"f50e_A4",1,"Ja"
"f50e_A4",99,"Keine Angabe"
"f50e_A5",0,"Nein"
"f50e_A5",1,"Ja"
"f50e_A5",99,"Keine Angabe"
"f50e_A6",0,"Nein"
"f50e_A6",1,"Ja"
"f50e_A6",99,"Keine Angabe"
"f50e_A7",0,"Nein"
"f50e_A7",1,"Ja"
"f50e_A7",99,"Keine Angabe"
"f50f_A1",0,"Nein"
"f50f_A1",1,"Ja"
"f50f_A1",99,"Keine Angabe"
"f50f_A2",0,"Nein"
"f50f_A2",1,"Ja"
"f50f_A2",99,"Keine Angabe"
"f50f_A3",0,"Nein"
"f50f_A3",1,"Ja"
"f50f_A3",99,"Keine Angabe"
"f50f_A4",0,"Nein"
"f50f_A4",1,"Ja"
"f50f_A4",99,"Keine Angabe"
"f50f_A5",0,"Nein"
"f50f_A5",1,"Ja"
"f50f_A5",99,"Keine Angabe"
"f50f_A6",0,"Nein"
"f50f_A6",1,"Ja"
"f50f_A6",99,"Keine Angabe"
"f50f_A7",0,"Nein"
"f50f_A7",1,"Ja"
"f50f_A7",99,"Keine Angabe"
"f50g_A1",0,"Nein"
"f50g_A1",1,"Ja"
"f50g_A1",99,"Keine Angabe"
"f50g_A2",0,"Nein"
"f50g_A2",1,"Ja"
"f50g_A2",99,"Keine Angabe"
"f50g_A3",0,"Nein"
"f50g_A3",1,"Ja"
"f50g_A3",99,"Keine Angabe"
"f50g_A4",0,"Nein"
"f50g_A4",1,"Ja"
"f50g_A4",99,"Keine Angabe"
"f50g_A5",0,"Nein"
"f50g_A5",1,"Ja"
"f50g_A5",99,"Keine Angabe"
"f50g_A6",0,"Nein"
"f50g_A6",1,"Ja"
"f50g_A6",99,"Keine Angabe"
"f50g_A7",0,"Nein"
"f50g_A7",1,"Ja"
"f50g_A7",99,"Keine Angabe"
"f50h_A1",0,"Nein"
"f50h_A1",1,"Ja"
"f50h_A1",99,"Keine Angabe"
"f50h_A2",0,"Nein"
"f50h_A2",1,"Ja"
"f50h_A2",99,"Keine Angabe"
"f50h_A3",0,"Nein"
"f50h_A3",1,"Ja"
"f50h_A3",99,"Keine Angabe"
"f50h_A4",0,"Nein"
"f50h_A4",1,"Ja"
"f50h_A4",99,"Keine Angabe"
"f50h_A5",0,"Nein"
"f50h_A5",1,"Ja"
"f50h_A5",99,"Keine Angabe"
"f50h_A6",0,"Nein"
"f50h_A6",1,"Ja"
"f50h_A6",99,"Keine Angabe"
"f50h_A7",0,"Nein"
"f50h_A7",1,"Ja"
"f50h_A7",99,"Keine Angabe"
"f50i_A1",0,"Nein"
"f50i_A1",1,"Ja"
"f50i_A1",99,"Keine Angabe"
"f50i_A2",0,"Nein"
"f50i_A2",1,"Ja"
"f50i_A2",99,"Keine Angabe"
"f50i_A3",0,"Nein"
"f50i_A3",1,"Ja"
"f50i_A3",99,"Keine Angabe"
"f50i_A4",0,"Nein"
"f50i_A4",1,"Ja"
"f50i_A4",99,"Keine Angabe"
"f50i_A5",0,"Nein"
"f50i_A5",1,"Ja"
"f50i_A5",99,"Keine Angabe"
"f50i_A6",0,"Nein"
"f50i_A6",1,"Ja"
"f50i_A6",99,"Keine Angabe"
"f50i_A7",0,"Nein"
"f50i_A7",1,"Ja"
"f50i_A7",99,"Keine Angabe"
"f50j_A1",0,"Nein"
"f50j_A1",1,"Ja"
"f50j_A1",99,"Keine Angabe"
"f50j_A2",0,"Nein"
"f50j_A2",1,"Ja"
"f50j_A2",99,"Keine Angabe"
"f50j_A3",0,"Nein"
"f50j_A3",1,"Ja"
"f50j_A3",99,"Keine Angabe"
"f50j_A4",0,"Nein"
"f50j_A4",1,"Ja"
"f50j_A4",99,"Keine Angabe"
"f50j_A5",0,"Nein"
"f50j_A5",1,"Ja"
"f50j_A5",99,"Keine Angabe"
"f50j_A6",0,"Nein"
"f50j_A6",1,"Ja"
"f50j_A6",99,"Keine Angabe"
"f50j_A7",0,"Nein"
"f50j_A7",1,"Ja"
"f50j_A7",99,"Keine Angabe"
"f50k_A1",0,"Nein"
"f50k_A1",1,"Ja"
